handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
prince-foods-10003,Product,Prince Foods Banana Fry 454g,"Prince Foods Banana Fry offers a delicious, crispy, and flavorful way to enjoy the unique taste of raw banana, a beloved ingredient in South Indian cuisine. Sliced and seasoned with a perfect blend of spices, the banana pieces are shallow-fried to golden perfection, resulting in a crispy exterior and a soft, tender interior.",96bfc4_569bf39e55664f29a8ba0f1ea73225ef~mv2.jpg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,2.89,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10003,Variant,,,,,1,,,,true,,,InStock,0.454,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10004,Product,Prince Foods Banana Kumbleappam 454g,"Prince Foods Banana Kumbleappam is a delightful, traditional South Indian dish that combines the natural sweetness of ripe bananas with the soft, fluffy texture of appam",96bfc4_31c396ba932544969af969b6fe442c55~mv2.jpg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,2.49,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10004,Variant,,,,,1,,,,true,,,InStock,0.454,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10005,Product,Prince Foods Banana Stem Thoran (Vazhapindi) 454g,Prince Foods Banana Stem Thoran is a traditional Kerala dish that brings the earthy and nutritious flavor of banana stem to your table. Made with finely chopped banana stem (also known as vazhapindi).,96bfc4_c8c3bdee7c7941d297e7be97f68168e4~mv2.jpg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,2.49,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10005,Variant,,,,,1,,,,true,,,InStock,0.454,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10006,Product,Prince Foods Boiled Plantain 454g,"Prince Foods Boiled Plantain is a simple yet flavorful dish that captures the essence of traditional South Indian cooking. Made from high-quality, ripe plantains, this dish features perfectly boiled plantains that are soft, tender, and naturally sweet.",96bfc4_1c643de4100646668ad5772997d411ea~mv2.jpeg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,1.79,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10006,Variant,,,,,1,,,,true,,,InStock,0.454,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10007,Product,Prince Foods Boli 200g,"Prince Foods Boli is a traditional South Indian treat that combines soft, warm dough with a rich, sweet filling, offering a delicious balance of flavors and textures",96bfc4_fedb97a0d39b43da89777a37afce9111~mv2.jpg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,2.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10007,Variant,,,,,1,,,,true,,,InStock,0.2,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10008,Product,Prince Foods Chakka Puzhukku 454g,"Prince Foods Chakka Puzhuku is a traditional Kerala dish made from tender, boiled jackfruit, simmered with a fragrant mix of spices and freshly grated coconut, offering a unique and flavorful experience",96bfc4_f3c214ad33554180bff8746ca10c61cb~mv2.jpg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,2.49,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10008,Variant,,,,,1,,,,true,,,InStock,0.454,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10009,Product,Prince Foods Cheera Thoran 454g,"Prince Foods Cheera Thoran is a delicious and healthy Kerala-style stir-fry made with fresh, tender spinach (cheera) cooked with a perfect blend of spices, mustard seeds, curry leaves, and grated coconut",96bfc4_3341fe32ed814bf5ab03dee9d0b63824~mv2.jpg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,1.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10009,Variant,,,,,1,,,,true,,,InStock,0.454,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10010,Product,Prince Foods Chutta Thenga Chamanthi 454g,"Prince Foods Chutta Thenga Chamanthi is a traditional South Indian chutney powder that offers a deliciously unique and aromatic flavor profile. Made primarily from roasted dry coconut (chutta thenga), this chutney mix is rich, nutty, and slightly smoky, with a perfect balance of heat and tang.",96bfc4_f1abd146e61948f1b9f32d127f714311~mv2.jpg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,1.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10010,Variant,,,,,1,,,,true,,,OutOfStock,0.454,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10011,Product,Prince Foods Coconut Chutney 454g,"Prince Foods Coconut Chutney is a flavorful, ready-to-use chutney that captures the authentic taste of South Indian cuisine.",96bfc4_fa8bf706f4c04ad4978d1a15d88666db~mv2.jpg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,1.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10011,Variant,,,,,1,,,,true,,,OutOfStock,0.454,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10012,Product,Prince Foods Dream Cake 500g,"Prince Foods Dream Cake is a delicious, moist, and indulgent dessert that brings a touch of sweetness and joy to any occasion.",96bfc4_185ed544d68e41799ce310eb605f990c~mv2.jpg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,4.49,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10012,Variant,,,,,1,,,,true,,,OutOfStock,0.5,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10013,Product,Prince Foods Ela Ada 1kg,"Prince Foods Ela Ada Family Pack is a traditional South Indian delicacy that brings the authentic flavors of Kerala right to your plate. Made with a mixture of rice flour, grated coconut, jaggery, and aromatic cardamom, this steamed dessert is wrapped in a banana leaf",96bfc4_482e9183000344bb88bb39383610b833~mv2.jpeg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,3.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10013,Variant,,,,,1,,,,true,,,InStock,1.0,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10014,Product,Prince Foods Ela Ada 454g,"Prince Foods Ela Ada is a traditional South Indian delicacy that brings the authentic flavors of Kerala right to your plate. Made with a mixture of rice flour, grated coconut, jaggery, and aromatic cardamom, this steamed dessert is wrapped in a banana leaf",96bfc4_494a1f18a3464361b4867ce1aff06de0~mv2.jpg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,2.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10014,Variant,,,,,1,,,,true,,,InStock,0.454,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10015,Product,Prince Foods Iddiyappam Red 1kg,"Prince Foods Idiyappam Red Family Pack is a vibrant twist on the classic South Indian Idiyappam, featuring the addition of aromatic spices and natural red rice flour for a unique flavor and color.",96bfc4_d7fbeead32d34fbdab31b77d563053ac~mv2.png,Frozen ;Frozen Ready to Heat Curries & Snacks,,,3.69,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10015,Variant,,,,,1,,,,true,,,InStock,1.0,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10016,Product,Prince Foods Iddiyappam White 1kg,"Prince Foods Idiyappam Family Pack is a traditional South Indian dish made from finely ground rice flour, offering a light, soft, and delicate texture that's perfect for any meal. Often referred to as ""string hoppers",96bfc4_d7fbeead32d34fbdab31b77d563053ac~mv2.png,Frozen ;Frozen Ready to Heat Curries & Snacks,,,3.69,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10016,Variant,,,,,1,,,,true,,,InStock,1.0,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10017,Product,Prince Foods Iddiyappam White 454g,"Prince Foods Idiyappam is a traditional South Indian dish made from finely ground rice flour, offering a light, soft, and delicate texture that's perfect for any meal. Often referred to as ""string hoppers",96bfc4_17d3d3f65e6149169502bb02d64ebcb9~mv2.jpg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,2.29,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10017,Variant,,,,,1,,,,true,,,InStock,0.454,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10019,Product,Prince Foods Iddly 400g,"Prince Foods Idly is a traditional and beloved South Indian dish, offering a soft, fluffy, and nutritious treat that’s perfect for breakfast or any time of the day. Made from a fermented blend of rice and urad dal",96bfc4_907a6610a84c4453ab7ffb047589d611~mv2.jpg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,1.49,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10019,Variant,,,,,1,,,,true,,,OutOfStock,0.4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10020,Product,Prince Foods Jackfruit Kumbleappam 454g,"Prince Foods Jackfruit Kumbleappam is a unique and delicious variation of the traditional South Indian Kumbleappam, infused with the natural sweetness and flavor of ripe jackfruit.",96bfc4_d7a13fbefcff4bafa1a3a2b8d545eaa1~mv2.jpg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,2.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10020,Variant,,,,,1,,,,true,,,InStock,0.454,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10021,Product,Prince Foods Jalebi 454g,"Prince Foods Jalebi is a sweet, crispy, and syrup-soaked delight that brings the perfect combination of crunch and sweetness in every bite.",96bfc4_9244512447154eb3bd70768243dc698e~mv2.jpg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,2.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10021,Variant,,,,,1,,,,true,,,OutOfStock,0.454,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10022,Product,Prince Foods Kootu Curry 454g,"Prince Foods Kootu Curry is a wholesome, flavorful dish that brings together a delicious combination of vegetables, lentils, and aromatic spices, creating a comforting and nutritious curry.",96bfc4_054c8129e06646d6913bf19793f01796~mv2.webp,Frozen ;Frozen Ready to Heat Curries & Snacks,,,1.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10022,Variant,,,,,1,,,,true,,,OutOfStock,0.454,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10023,Product,Prince Foods Kozhakatta 454g,"Prince Foods Kozhkatta is a delicious and traditional South Indian snack made from a soft, flavorful dough filled with a mixture of coconut, jaggery, and aromatic spices, then steamed to perfection.",96bfc4_b9c710de14bd40dfad81644d89efd339~mv2.jpg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,1.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10023,Variant,,,,,1,,,,true,,,InStock,0.454,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10024,Product,Prince Foods Laddu 454g,"Prince Foods Laddu is a delicious, melt-in-your-mouth sweet that is a perfect combination of rich, aromatic flavors and a delightful texture.",96bfc4_6f3d8d9d813c458683c9dcab6f16f345~mv2.jpg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,2.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10024,Variant,,,,,1,,,,true,,,InStock,0.454,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10025,Product,Prince Foods Malabar Vegetable Biriyani 454g,"Prince Foods Malabar Vegetable Biryani is a fragrant, flavorful, and aromatic dish that captures the essence of traditional South Indian biryani, with a unique Malabar twist.",96bfc4_6ba903bd02c8426abc0a4b581e23270a~mv2.jpg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,1.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10025,Variant,,,,,1,,,,true,,,InStock,0.454,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10026,Product,Prince Foods Neyappam 454g,"Prince Foods Neyappam is a delicious, sweet, and indulgent South Indian treat, perfect for those with a sweet tooth.",96bfc4_a705ce5dfc3e472d813d11c2f76c6c86~mv2.jpg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,1.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10026,Variant,,,,,1,,,,true,,,InStock,0.454,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10027,Product,Prince Foods Pachadi 454g,"Prince Foods Pachadi is a refreshing and tangy South Indian condiment, perfect for adding a burst of flavor to any meal.",96bfc4_62072c76fc604b6ba0476eb6ec2303d2~mv2.jpg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,1.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10027,Variant,,,,,1,,,,true,,,OutOfStock,0.454,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10028,Product,Prince Foods Palappam White 454g,"Prince Foods Palappam White is a soft, fluffy, and perfectly spongy South Indian delicacy, popular for its light texture and subtle, slightly tangy flavor.",96bfc4_c93387e75f494d9194cde0ab15a301ac~mv2.jpg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,2.29,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10028,Variant,,,,,1,,,,true,,,OutOfStock,0.454,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10029,Product,Prince Foods Kerala Fresh Pappadam (Frozen or Chilled) 80g 3 for £1.99,"Prince Foods Pappadam is a crispy, thin, and crunchy snack that adds the perfect crunch to any meal.",96bfc4_4f1845af2b974916bf19d4b00304dd06~mv2.jpg,Frozen ;Frozen Ready to Heat Curries & Snacks,,3 for £1.99,1.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10029,Variant,,,,,1,,,,true,,,OutOfStock,0.08,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10030,Product,Prince Foods Parripu Pradhaman (Payasam) 454g,"Prince Foods Parripu Pradhaman is a rich and creamy traditional Kerala dessert that offers a perfect balance of sweetness, warmth, and texture.",96bfc4_e175b2b0764c4477b53cb1a59c11765d~mv2.jpg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,1.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10030,Variant,,,,,1,,,,true,,,OutOfStock,0.454,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10031,Product,Prince Foods Parripuvada 1kg,"Prince Foods Parripu Vada is a crispy, savory snack made from a perfect blend of yellow moong dal (parripu), spices, and herbs, deep-fried to golden perfection.",96bfc4_591d9a94f6a54b2a936bb2238375cd0d~mv2.jpeg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,3.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10031,Variant,,,,,1,,,,true,,,InStock,1.0,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10032,Product,Prince Foods Parripuvada 454g,"Prince Foods Parripu Vada is a crispy, savory snack made from a perfect blend of yellow moong dal (parripu), spices, and herbs, deep-fried to golden perfection.",96bfc4_0b21a624d11c45be9e1d1f3ba20441cb~mv2.jpg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,2.49,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10032,Variant,,,,,1,,,,true,,,InStock,0.454,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10033,Product,Prince Foods Sambar Curry 454g,"Prince Foods Sambar Curry is a rich and flavorful South Indian dish that combines the goodness of lentils, vegetables, and a blend of aromatic spices to create a comforting and hearty curry.",96bfc4_cf5fec5778a148e69cb858190e713d3a~mv2.jpg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,1.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10033,Variant,,,,,1,,,,true,,,InStock,0.454,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10034,Product,Prince Foods Tender Jackfruit Thoran (Idichakka Thoran) 400g,"Prince Foods Tender Jackfruit Thoran is a flavorful and nutritious South Indian dish made with tender, young jackfruit, finely chopped and stir-fried with a blend of aromatic spices and fresh ingredients.",96bfc4_9a31b0a652f44d39a26e5dcc0fee7f20~mv2.jpg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,1.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10034,Variant,,,,,1,,,,true,,,InStock,0.4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10035,Product,Prince Foods Unniappam 1kg,"Prince Foods Unniappam is a traditional, sweet South Indian delicacy that is crispy on the outside and soft, chewy on the inside.",96bfc4_4b3d5f370e5248c39fb2df3c99de4f20~mv2.jpg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,3.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10035,Variant,,,,,1,,,,true,,,InStock,1.0,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10036,Product,Prince Foods Unniappam 454g,"Prince Foods Unniappam is a traditional, sweet South Indian delicacy that is crispy on the outside and soft, chewy on the inside.",96bfc4_29b923a46a484c04ab159ee4fc9b6e73~mv2.jpg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,1.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10036,Variant,,,,,1,,,,true,,,InStock,0.454,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10037,Product,Prince Foods Uzhunnuvada 1Kg,"Prince Foods Uzhunnu Vada is a crispy, savory South Indian snack that is both flavorful and satisfying.",96bfc4_1815299f11a04644a6207609953b3536~mv2.jpeg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,3.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10037,Variant,,,,,1,,,,true,,,InStock,0.1,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10038,Product,Prince Foods Uzhunnuvada 454g,"Prince Foods Uzhunnu Vada is a crispy, savory South Indian snack that is both flavorful and satisfying.",96bfc4_f6a654dccaae470585838a3daff7bb31~mv2.jpg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,2.49,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10038,Variant,,,,,1,,,,true,,,InStock,0.454,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10039,Product,Prince Foods Vattayappam 454g,"Prince Foods Vattayappam is a soft, fluffy, and slightly sweet steamed rice cake that is a popular delicacy in Kerala cuisine. Made from a blend of rice flour, coconut milk, sugar, and yeast, Vattayappam has a distinct, mild sweetness with a light, airy texture.",96bfc4_b675858daac5454cbc8b92cda0e90fa1~mv2.jpeg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,1.79,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10039,Variant,,,,,1,,,,true,,,InStock,0.454,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10040,Product,Prince Foods Vegetable Puffs 454g,"Prince Foods Vegetable Puffs are a delicious, flaky pastry filled with a savory mix of fresh vegetables, spices, and herbs, offering the perfect balance of crunch and flavor.",96bfc4_6f8d9f392f3a4fa488d7fba1d9ded6f4~mv2.jpeg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,2.29,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10040,Variant,,,,,1,,,,true,,,InStock,0.454,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10041,Product,Prince Foods Sadhya x 2 Persons 2.3Kg,"Prince Foods Sadhya is a grand, authentic feast that captures the essence of Kerala’s rich culinary traditions, specially crafted for the celebration of the Kerala's Onam and Vishu festivals.",96bfc4_0689bcd51aca40e59552db1ff24e2c23~mv2.jpeg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,11.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10041,Variant,,,,,1,,,,true,,,InStock,2.3,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10042,Product,Prince Foods Sadhya x 5 Persons x 5.74Kg,"Prince Foods Sadhya is a grand, authentic feast that captures the essence of Kerala’s rich culinary traditions, specially crafted for the celebration of the Kerala's Onam and Vishu festivals.",96bfc4_17b263f1bf2e4497b23d6b580738cf02~mv2.jpeg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,19.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10042,Variant,,,,,1,,,,true,,,InStock,5.74,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10043,Product,Prince Foods Pineapple Pachadi 454g,"Prince Foods Pineapple Pachadi is a refreshing and tangy South Indian side dish that perfectly balances sweetness, spice, and a hint of sourness.",96bfc4_6318c99118e84df0b94cd38a70b78236~mv2.jpg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,1.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10043,Variant,,,,,1,,,,true,,,InStock,0.454,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-20000,Product,Prince Foods Aviyal Mix 400g,"Prince Foods Aviyal Mix is a convenient prepation of vegetables for the authentic taste of Aviyal, a traditional South Indian dish from Kerala.",96bfc4_28b19d5d58464dab867f2126a4d4c23a~mv2.jpg,Frozen ; IQF Vegetable,,,1.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-20000,Variant,,,,,1,,,,true,,,InStock,0.4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-20001,Product,Prince Foods Bitter Gourd 400g,"Prince Foods Frozen Bitter Gourd brings the authentic taste and health benefits of this nutritious vegetable to your kitchen, offering the convenience of quick and easy preparation.",96bfc4_22bd677ca7f6479ab68150f9f07b308f~mv2.jpg,Frozen ; IQF Vegetable;Sri Lankan Products,,,1.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-20001,Variant,,,,,1,,,,true,,,InStock,0.4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-20002,Product,Prince Foods Cassava Drums 1kg,"Prince Foods Vegetable Cassava Drums is a delicious and unique snack made from the finest cassava (yuca) root, expertly prepared into bite-sized ""drums"" that offer a crispy and satisfying crunch.",96bfc4_126e06532f1a4001a157164379595ca8~mv2.jpeg,Frozen ; IQF Vegetable,,,2.49,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
